trial,has_wave,has_rotation,final_energy,max_amplitude
158,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.035258494317531586,0.22655294835567474
159,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03982135280966759,0.2082858830690384
160,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.033835671842098236,0.30577489733695984
161,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.028471052646636963,0.24712026119232178
162,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.04164963588118553,0.22220170497894287
163,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.031068403273820877,0.2181994915008545
164,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03441646695137024,0.25681185722351074
165,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.027402464300394058,0.18042491376399994
166,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03444895148277283,0.2110413759946823
167,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.040375374257564545,0.19202888011932373
168,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03283405303955078,0.3210471570491791
169,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.046914562582969666,0.2633896768093109
170,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.023614993318915367,0.25161001086235046
171,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.035177167505025864,0.22066007554531097
172,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.03359180688858032,0.25431063771247864
173,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.04128101468086243,0.1970304697751999
174,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.037341393530368805,0.21539317071437836
175,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.02724568359553814,0.35878509283065796
176,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.049490176141262054,0.27876779437065125
177,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.038241393864154816,0.21954698860645294
178,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.035109780728816986,0.270283043384552
179,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.04079660773277283,0.2139640897512436
180,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.04596882313489914,0.28681010007858276
181,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.030560774728655815,0.24770410358905792
182,"tensor(True, device='cuda:0')","tensor(True, device='cuda:0')",0.034345127642154694,0.22659674286842346
